LLM1: CHATGPT,,,,,,,,,,,,,,,,
LLM2: GEMINI,,,,,,,,,,,,,,,,
ID do artigo,Tipo de publicação,Local de publicação,Título,Link,Ano ,Autores,País,Base de Dados,RQ (Pergunta de Pesquisa),Extração LLM 1 (ChatGPT),Extração LLM 2 (Gemini),Extração validada (humana),ChatGPT acertou?,Gemini acertou?,Concordância entre LLMs,Observações / Comentários
ES11,Conference,MDPI AG,Modeling Requirements for Collaborative Robotic Services,https://doi.org/10.20944/preprints202309.1365.v1,2023,"Zapata, O.S.M.; Correa, Y.G.; Yoshioka, L.R.; Silva, J.R.",Não identificado,Scopus,RQ2,"O artigo cita como bases tecnológicas: inteligência artificial, sensores multimodais (visão, toque, audição, distância), controle baseado em sensores e integração por rede sem fio: “navigation software based on Artificial Intelligence (AI)” e “different combinations of sensing modalities… vision, touch, audition, and distance” . No nível de engenharia de sistemas, o suporte técnico inclui KAOS, XML (KML), Petri Nets (PNML) para modelagem e verificação formal dos requisitos: “The model obtained can be transferred to XML, and verified using Petri Nets formalism” .","Percepção e Sensoriamento: As tecnologias existentes incorporam dispositivos de segurança, como sensores a laser e sistemas de visão, para reconhecimento de gestos e expressões humanas, ou sistemas que permitem evitar colisões e reconhecimento de comandos de voz (Morales Zapata et al., 2023, p. 3). O perceptron aumenta a capacidade de sentir o estado do ambiente (Morales Zapata et al., 2023, p. 2). Combinações de modalidades de sensoriamento consideram quatro ""sentidos"" do robô: visão, toque, audição e distância (Morales Zapata et al., 2023, p. 3). IA e Controle: Robôs utilizam técnicas de Inteligência Artificial para resolver tarefas e aprender (Morales Zapata et al., 2023, p. 3). O planejamento de missão, que se encaixa na definição clássica de IA, é usado para o robô seguir a trajetória, evitar obstáculos e gerenciar ocorrências emergentes (Morales Zapata et al., 2023, p. 11).","Tecnologias: Abordagem orientada a objetivos (GORE) usando diagramas KAOS, Redes de Petri para verificação formal, algoritmo de transferência KML2PNML e XML (KML) (Zapata et al., 2023, pp. 3-5).


Hardware: Robôs móveis colaborativos com sensores a laser e visão (Zapata et al., 2023, p. 2).",Sim,Sim,Igual,
ES11,Conference,MDPI AG,Modeling Requirements for Collaborative Robotic Services,https://doi.org/10.20944/preprints202309.1365.v1,2023,"Zapata, O.S.M.; Correa, Y.G.; Yoshioka, L.R.; Silva, J.R.",Não identificado,Scopus,RQ3,"O artigo identifica desafios de aceitação e projeto: “Collaborative robots have experienced low acceptance in applications, especially in industry” e aponta dificuldade na fase de requisitos: “difficulty in converging on suitable methods for modeling collaborative interactions” . Em termos técnicos, são citados desafios como: incerteza, requisitos ambíguos, integração de modelos e sincronização entre requisitos e arquitetura: “dealing with uncertainty… conflicting and ambiguous requirements” . No caso empírico, o artigo identifica falha operacional: risco de o robô concluir missão sem carga: “leading to an empty mission” .","Os principais desafios identificados são: Baixa Aceitação Humana/Industrial: Robôs colaborativos têm experimentado baixa aceitação em aplicações, especialmente na indústria (Morales Zapata et al., 2023, p. 2). Desafio de Modelagem de Interação: Uma das principais razões para a baixa aceitação é a dificuldade em convergir em métodos adequados para modelar interações colaborativas entre robôs e seu contexto durante a fase de requisitos (Morales Zapata et al., 2023, p. 2). Segurança: A modelagem dos requisitos deve levar em conta os riscos da interação humano-robô (Morales Zapata et al., 2023, p. 2), e a segurança humana é uma das considerações mais importantes, prevenindo colisões (Morales Zapata et al., 2023, p. 3).","Aceitação: Baixa aceitação de robôs colaborativos na indústria devido à dificuldade em modelar interações colaborativas na fase de requisitos (Zapata et al., 2023, p. 1).


Técnicos: Dificuldade em lidar com a incerteza e natureza imprevisível dos humanos (Zapata et al., 2023, p. 2).",Sim,Sim,Igual,
ES11,Conference,MDPI AG,Modeling Requirements for Collaborative Robotic Services,https://doi.org/10.20944/preprints202309.1365.v1,2023,"Zapata, O.S.M.; Correa, Y.G.; Yoshioka, L.R.; Silva, J.R.",Não identificado,Scopus,RQ4,"O artigo aborda fatores ergonômicos e de segurança explicitamente: “human safety is one of the most important considerations” e também ergonomia e produtividade são incluídas como critérios de projeto . Em termos organizacionais, destaca participação do usuário no ciclo de requisitos: “the user will have an active participation in the decisions” e enquadra a interação como relação prestador–consumidor de serviços . Fatores éticos não são discutidos explicitamente como categoria separada.","Ergonômicos: Além da segurança, questões como ergonomia e produtividade devem ser consideradas no design do robô (Morales Zapata et al., 2023, p. 3). Organizacionais / Éticos: O artigo aponta que o design de serviços tem uma abordagem centrada no humano (Morales Zapata et al., 2023, p. 5). A criação conjunta de valor (value co-creation), com o consumidor como ator em foco, é o objetivo final dos sistemas de serviço baseados em colaboração (Morales Zapata et al., 2023, p. 5). O artigo não detalha de que modo outros fatores organizacionais ou éticos influenciam o processo de adoção.","Organizacionais: Necessidade de focar na criação de valor resultante da colaboração em vez de apenas na funcionalidade (Zapata et al., 2023, p. 1).


Ergonómicos/Segurança: A segurança humana é uma consideração crítica, exigindo prevenção de colisões e interação natural (Zapata et al., 2023, p. 2).",Sim,Sim,Igual,
ES11,Conference,MDPI AG,Modeling Requirements for Collaborative Robotic Services,https://doi.org/10.20944/preprints202309.1365.v1,2023,"Zapata, O.S.M.; Correa, Y.G.; Yoshioka, L.R.; Silva, J.R.",Não identificado,Scopus,RQ5,"O artigo propõe como futuro: integrar detecção de movimento, comando por voz e antecipação cognitiva de intenções humanas: “adding motion detection, voice communication or cognitive anticipation of user intentions” . Também sugere desenvolvimento de framework em nuvem: “formalization of the method in a framework… implemented in the cloud” . Aponta lacuna no tratamento formal da colaboração humano-robô na fase de requisitos e defende expansão do modelo para múltiplos robôs e missões concorrentes.","Lacuna (Teórica): A escolha de uma abordagem apropriada para modelagem de requisitos em robôs colaborativos permanece um problema em aberto (an open problem) (Morales Zapata et al., 2023, p. 2). Oportunidades Futuras: É proposto formalizar o método (MBRE/KAOS) em uma framework implementada na nuvem (Morales Zapata et al., 2023, p. 16). O avanço da aplicação para sistemas com múltiplos problemas colaborativos requer a adição de tecnologias como detecção de movimento, comunicação por voz ou antecipação cognitiva das intenções do usuário (Morales Zapata et al., 2023, p. 16). Outra possibilidade é explorar a engenharia de conhecimento para estender as capacidades de planejamento automático e lidar com múltiplas missões ou mudanças no plano atual (Morales Zapata et al., 2023, p. 16)

❌ Não posso processar ou analisar arquivos PDF. Por favor, forneça o conteúdo textual de cada artigo para que eu possa realizar a análise conforme suas regras.

Assim que você fornecer o texto dos artigos, preencherei as tabelas seguindo estritamente as suas regras, citando a origem de cada resposta.
📋 Exemplo do Formato de Saída Solicitado (Aguardando o Conteúdo do Artigo)
Nome do Artigo (arquivo PDF)        Referência (Autor, Ano)        RQ1 – Aplicações e Impactos        RQ2 – Tecnologias Habilitadoras        RQ3 – Desafios        RQ4 – Fatores Organizacionais / Ergonômicos / Éticos        RQ5 – Lacunas e Futuro
Nome do Arquivo.pdf        (Autor, Ano)        Conteúdo extraído do artigo com citação: (Autor, Ano, p. X)        Conteúdo extraído do artigo com citação: (Autor, Ano, p. Y)        Não mencionado no artigo analisado.        Conteúdo extraído do artigo com citação: (Autor, Ano)        Conteúdo extraído do artigo com citação: (Autor, Ano, p. Z)

Por favor, cole o texto do primeiro artigo para começar a análise.

fassa esse

    2 consultas concluídas

Na qualidade de assistente de pesquisa especializada, realizei a análise do artigo fornecido, preenchendo as RQs com base estritamente no conteúdo do PDF, conforme as regras obrigatórias.
📌 FORMATO OBRIGATÓRIO DE SAÍDA – UMA TABELA POR ARTIGO
Nome do Artigo (arquivo PDF)        Referência (Autor, Ano)        RQ1 – Aplicações e Impactos        RQ2 – Tecnologias Habilitadoras        RQ3 – Desafios        RQ4 – Fatores Organizacionais / Ergonômicos / Éticos        RQ5 – Lacunas e Futuro
preprints202309.1365.v1.pdf        (Morales Zapata et al., 2023)        

Aplicações e Domínios: Os robôs colaborativos têm sido generalizados para diferentes domínios de aplicação , incluindo manufatura, aplicações na saúde , e RPA (Robotics Process Applications) (Morales Zapata et al., 2023, p. 2). O estudo de caso apresentado foca em robôs móveis que operam em um ambiente hospitalar para automatizar demandas logísticas, transportando medicamentos ou bens (equipamentos pequenos e EPIs) (Morales Zapata et al., 2023, p. 9). Impactos na Colaboração: A combinação das características do robô (repetibilidade e incansabilidade) com a experiência do operador (ou usuário) melhora a produtividade (Morales Zapata et al., 2023, p. 3). O foco deve ser na criação conjunta de valor (value co-creation) adicionada pela colaboração (Morales Zapata et al., 2023, p. 2).

        

Percepção e Sensoriamento: As tecnologias existentes incorporam dispositivos de segurança, como sensores a laser e sistemas de visão, para reconhecimento de gestos e expressões humanas, ou sistemas que permitem evitar colisões e reconhecimento de comandos de voz (Morales Zapata et al., 2023, p. 3). O perceptron aumenta a capacidade de sentir o estado do ambiente (Morales Zapata et al., 2023, p. 2). Combinações de modalidades de sensoriamento consideram quatro ""sentidos"" do robô: visão, toque, audição e distância (Morales Zapata et al., 2023, p. 3). IA e Controle: Robôs utilizam técnicas de Inteligência Artificial para resolver tarefas e aprender (Morales Zapata et al., 2023, p. 3). O planejamento de missão, que se encaixa na definição clássica de IA, é usado para o robô seguir a trajetória, evitar obstáculos e gerenciar ocorrências emergentes (Morales Zapata et al., 2023, p. 11).

        

Os principais desafios identificados são: Baixa Aceitação Humana/Industrial: Robôs colaborativos têm experimentado baixa aceitação em aplicações, especialmente na indústria (Morales Zapata et al., 2023, p. 2). Desafio de Modelagem de Interação: Uma das principais razões para a baixa aceitação é a dificuldade em convergir em métodos adequados para modelar interações colaborativas entre robôs e seu contexto durante a fase de requisitos (Morales Zapata et al., 2023, p. 2). Segurança: A modelagem dos requisitos deve levar em conta os riscos da interação humano-robô (Morales Zapata et al., 2023, p. 2), e a segurança humana é uma das considerações mais importantes, prevenindo colisões (Morales Zapata et al., 2023, p. 3).

        

Ergonômicos: Além da segurança, questões como ergonomia e produtividade devem ser consideradas no design do robô (Morales Zapata et al., 2023, p. 3). Organizacionais / Éticos: O artigo aponta que o design de serviços tem uma abordagem centrada no humano (Morales Zapata et al., 2023, p. 5). A criação conjunta de valor (value co-creation), com o consumidor como ator em foco, é o objetivo final dos sistemas de serviço baseados em colaboração (Morales Zapata et al., 2023, p. 5). O artigo não detalha de que modo outros fatores organizacionais ou éticos influenciam o processo de adoção.

        

Lacuna (Teórica): A escolha de uma abordagem apropriada para modelagem de requisitos em robôs colaborativos permanece um problema em aberto (an open problem) (Morales Zapata et al., 2023, p. 2). Oportunidades Futuras: É proposto formalizar o método (MBRE/KAOS) em uma framework implementada na nuvem (Morales Zapata et al., 2023, p. 16). O avanço da aplicação para sistemas com múltiplos problemas colaborativos requer a adição de tecnologias como detecção de movimento, comunicação por voz ou antecipação cognitiva das intenções do usuário (Morales Zapata et al., 2023, p. 16). Outra possibilidade é explorar a engenharia de conhecimento para estender as capacidades de planejamento automático e lidar com múltiplas missões ou mudanças no plano atual (Morales Zapata et al., 2023, p. 16).","Lacunas: Falta de modelagem de interação na fase de design de robôs colaborativos e dificuldade em convergir métodos adequados (Zapata et al., 2023, p. 1).


Futuro: Formalização do método numa estrutura em nuvem, aplicação a sistemas com múltiplos problemas colaborativos (detecção de movimento, voz) e uso de Redes de Alto Nível para escalabilidade (Zapata et al., 2023, p. 17).",Sim,Sim,Igual,
ES12,Journal,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ1,"O robô é aplicado em atividades de montagem industrial, especificamente para entrega e armazenamento de peças durante a montagem de um mecanismo biela-manivela: “assist users in assembly tasks, specifically part handover and storage” (Ochoa et al., 2023, Abstract). O impacto na colaboração humano-robô é a aproximação física direta da mão do usuário para entrega/retirada de peças: “the robot’s end effector will approach the user’s hand to retrieve or give the part” (p. 7) e a simplificação da interação por comandos e retorno auditivo (p. 6).","O robô colaborativo (cobot) é aplicado em tarefas de montagem (assembly tasks), especificamente entrega de peças (part handover) e armazenamento (storage). Outras áreas de implicação do Deep Learning em cobots incluem manufatura, saúde e tecnologias assistivas. Impactos na Colaboração: A interação é facilitada por um sistema de rastreamento de mãos (hand tracking system) que permite uma aproximação próxima à mão do usuário. Cobots são projetados para tarefas repetitivas, perigosas ou de alta precisão , promovendo uma colaboração harmoniosa e mais segura e eficiente. O sistema demonstrou uma precisão de 99% nos testes.","Aplicações: Tarefas de montagem e manufatura, especificamente entrega e armazenamento de peças (Ochoa et al., 2023, p. 1).


Impactos: Redução da dependência de intervenção manual e colaboração harmoniosa (Ochoa et al., 2023, pp. 1, 5).",Sim,Sim,Igual,
ES12,Journal,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ2,"As tecnologias habilitadoras incluem um modelo de deep learning pré-treinado para rastreamento da mão, uso da biblioteca MediaPipe baseada em CNN: “MediaPipe leverages a Convolutional Neural Network (CNN) for hand tracking” (p. 6), integração via ROS: “an external computer runs the Robot Operating System (ROS)” (p. 4), câmera RGB-D Intel RealSense D435 (p. 6), modelo cinemático inverso (p. 6) e síntese de voz via gTTS para feedback oral (p. 7).","As tecnologias habilitadoras incluem o Deep Learning (DL) , com um modelo pré-treinado baseado em visão para rastreamento de mãos. É usada uma Rede Neural Convolucional (CNN) para reconhecimento e rastreamento de mãos em tempo real através da biblioteca MediaPipe. O sistema utiliza um cobot Universal Robots UR5e e uma Câmera de Profundidade Intel RealSense D435. O framework de comunicação é o Robot Operating System (ROS) , e o modelo geométrico inverso (IGM) é empregado para facilitar movimentos baseados em juntas. O DL aprimora as capacidades de sensoriamento, análise visual e planejamento de trajetória.","Tecnologias: Cobots (Universal Robots UR5e), Deep Learning (CNN pré-treinada, MediaPipe para rastreamento de mãos), Sistema Operacional de Robôs (ROS), feedback auditivo (biblioteca gTTS) e câmera de profundidade (Ochoa et al., 2023, pp. 1-2).",Sim,Sim,Igual,
ES12,Journal,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ3,São identificadas limitações técnicas: dependência de ambiente controlado e risco de detecção de mãos indesejadas: “the need for a controlled environment... the system may approach an undesired hand” (p. 9). Limitação de interação via texto também é citada: “manual inputs... introduced limitations to flexibility and speed” (p. 9).,"Os desafios técnicos/operacionais identificados na limitação do estudo são: as entradas manuais de comandos e componentes desejados introduzem limitações à flexibilidade e velocidade do processo ; e a necessidade de um ambiente controlado para o rastreamento preciso das mãos, devido ao risco de o sistema se aproximar de uma mão indesejada quando mais de uma pessoa está presente. O artigo menciona que sistemas de automação tradicionais têm limitações na adaptabilidade.","Técnicos: Necessidade de ambiente controlado para rastreamento preciso das mãos, detecção limitada de número de mãos e possíveis aproximações a mãos indesejadas (Ochoa et al., 2023, p. 5).


Interação: A entrada manual de comandos limita a flexibilidade e velocidade do processo (Ochoa et al., 2023, p. 5).",Sim,Sim,Igual,
ES12,Journal,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ4,Fatores ergonômicos: o sistema busca minimizar esforço do operador ao automatizar transporte manual de peças (Abstract). Fatores organizacionais: simplificação da interação com comando textual e resposta por voz favorece adoção: “simplified text input... and verbal output” (p. 8). O artigo não discute ética explicitamente como categoria.,"Organizacionais: A adoção é impulsionada pela crescente demanda por formas de interação adaptáveis e amigáveis ao usuário na manufatura. Os cobots são fundamentais na transformação da indústria de manufatura e na integração de habilidades humanas e expertise em processos automatizados. Ergonômicos: O robô atua em tarefas repetitivas, perigosas ou que exigem alta precisão. O sistema utiliza feedback de áudio (verbal output) para dar feedback sobre o status e os comandos, o que contribui para a facilidade de uso. O envolvimento de usuários com diferentes experiências demonstrou um ajuste perfeito. Éticos/Segurança: As capacidades de visão baseada em DL são aplicadas para aumentar a segurança e a interação humana.","Ergonómicos: Interface amigável com feedback de áudio para facilitar a interação (Ochoa et al., 2023, p. 4).


Inclusão: Testes com participantes de diferentes géneros e níveis de experiência demonstraram comunicação fluida sem necessidade de conhecimento prévio (Ochoa et al., 2023, p. 5).",Sim,Sim,Igual,
ES12,Journal,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ5,"O artigo aponta expansão futura para saúde e assistência médica: “further work can be done for medical and health assistance applications” (p. 9). Indica como lacuna a limitação atual de entrada de comandos e necessidade de interfaces mais naturais, bem como adição de novos modelos DL para melhorar interação (p. 8–9).","As lacunas identificadas no trabalho atual são: as entradas manuais limitam a flexibilidade e a velocidade do processo ; e o sistema requer um ambiente controlado para o rastreamento preciso das mãos. Oportunidades Futuras: A pesquisa é uma prova de conceito que mostra o potencial de modelos de DL para facilitar interações próximas. A incorporação de DL em cobots possui um potencial substancial para revolucionar indústrias como logística, manufatura, saúde e tecnologias assistivas. O trabalho faz parte de uma pesquisa em andamento em interações humano-robô baseadas em DL.","Futuro: Incorporar modelos adicionais de Deep Learning para melhorar a interação, expandir para aplicações médicas e de assistência à saúde, e melhorar os métodos de entrada de dados para uma interação mais humana (Ochoa et al., 2023, p. 5).",Sim,Sim,Igual,
ES13,Conference,MDPI AG,Moving from Industry 4.0 to Industry 5.0: What Are the Implications for Smart Logistics?,https://doi.org/10.3390/logistics6020026,2022,"Jefroy, N.; Azarian, M.; Yu, H.",Não identificado,Scopus,RQ1,"O artigo discute a aplicação em logística inteligente (Smart Logistics) sob o paradigma da Indústria 5.0, incluindo personalização, resiliência e sustentabilidade: “Industry 5.0 considers not only productivity but also sustainability and worker well-being” . O impacto na colaboração humano-máquina é caracterizado por maior envolvimento humano: “humans and machines should work together harmoniously” e foco em valor centrado no ser humano . Não descreve robôs polifuncionais específicos em uso operacional, mas analisa suas implicações conceituais.","Domínios de Aplicação: O artigo se concentra nas implicações da Indústria 5.0 para a logística inteligente (smart logistics) . A logística inteligente da Indústria 4.0 levou ao surgimento de intelligent warehouse management (gestão inteligente de armazéns), smart transportation (transporte inteligente) e digital twin (gêmeo digital) . A Logística 4.0 foi adaptada para indústrias específicas, como food logistics (logística de alimentos) e forest supply chain (cadeia de suprimentos florestal) . Impactos na Colaboração Humano-Robô: A pesquisa em logística inteligente na Indústria 5.0 coloca maior ênfase na interação entre humanos e tecnologia, com a adoção de collaborative technologies (tecnologias colaborativas), como human-machine systems (sistemas homem-máquina), collaborative robots (robôs colaborativos) e human-robot collaboration (colaboração humano-robô) . A Indústria 5.0 promove uma integração dual entre a inteligência humana e a inteligência de máquina em um ambiente colaborativo . A colaboração humano-robô tem potencial significativo para flexibilidade e pode conduzir à versatilidade da fabricação em tempo mais eficiente , melhorando a inteligência e a inovação","Aplicações: Logística inteligente, gestão inteligente de armazéns, transporte inteligente e entrega personalizada (Jefroy et al., 2022, p. 2).


Impactos: Transição de um foco tecnológico (Indústria 4.0) para uma transição socioeconómica harmoniosa focada no humano (Indústria 5.0) (Jefroy et al., 2022, p. 1).",Sim,Sim,Igual,
ES13,Conference,MDPI AG,Moving from Industry 4.0 to Industry 5.0: What Are the Implications for Smart Logistics?,https://doi.org/10.3390/logistics6020026,2022,"Jefroy, N.; Azarian, M.; Yu, H.",Não identificado,Scopus,RQ2,"As tecnologias habilitadoras citadas incluem: Internet das Coisas (IoT), big data, inteligência artificial, computação em nuvem e sistemas ciberfísicos: “key enabling technologies: AI, IoT, CPS, big data and cloud computing” . A Indústria 5.0 adiciona integração homem-máquina e foco humano como tecnologia conceitual (human-centric design).","As tecnologias habilitadoras da logística inteligente na Indústria 5.0 são discutidas em um quadro quadripartite de inteligência: intelligent automation, intelligent devices, intelligent systems, e intelligent materials . Tecnologias Centrais: A Comissão Europeia identificou seis categorias principais, incluindo human-machine interaction (interação humano-máquina), bio-inspired technologies and smart materials (tecnologias bio-inspiradas e materiais inteligentes), digital twins and simulation (gêmeos digitais e simulação), big data analytics (análise de big data), artificial intelligence (inteligência artificial), e energy efficiency and renewable energies (eficiência energética e energias renováveis) . Robótica e IA: Os robôs colaborativos (cobots) são um dos principais motores tecnológicos da Indústria 5.0 . A Inteligência Artificial (AI) tem uma viabilidade notável, sendo uma solução inovadora que cumpre os requisitos socioeconômicos da Indústria 5.0 . A colaboração humano-robô exige capacidades cognitivas e comportamentos inteligentes do cobot, suportados por metodologias computacionais como machine learning (ML) e deep learning (DL) .","Tecnologias: Cobots, Inteligência Artificial (59% dos artigos), IoT (41%), Big Data (30%), Gémeos Digitais, Blockchain, Veículos Aéreos Não Tripulados (UAV) e Materiais Inteligentes (impressão 4D) (Jefroy et al., 2022, pp. 17-18).",Sim,Sim,Igual,
ES13,Conference,MDPI AG,Moving from Industry 4.0 to Industry 5.0: What Are the Implications for Smart Logistics?,https://doi.org/10.3390/logistics6020026,2022,"Jefroy, N.; Azarian, M.; Yu, H.",Não identificado,Scopus,RQ3,"Os desafios discutidos incluem: transição cultural e tecnológica, adaptação organizacional, bem como dificuldade de alinhar eficiência com sustentabilidade: “challenges involve the transformation of current organizational structures and mindsets” . O artigo também identifica dificuldades na integração homem-máquina e na gestão de complexidade.","Aceitação Humana: Uma preocupação relacionada à Indústria 4.0 foi a possível layoff and job security (demissão e segurança no emprego) com o aumento da adoção de sistemas autônomos . A Indústria 5.0 surge justamente por esta less attention... to the human aspects (menos atenção... aos aspectos humanos) na Indústria 4.0 . Desafios Técnicos/Operacionais: O artigo identifica um desafio na compensação (trade-off) entre a integração humana e a automação, buscando satisfazer os objetivos da I5.0 no contexto da automação inteligente . Ao integrar cobots, duas questões importantes a serem consideradas são as habilidades humanas (human skills) e o comportamento dos cobots (behavior of cobots) . Segurança: A interação humano-máquina desencadeia a consideração de tópicos como safety (segurança) . Os operadores podem ser treinados usando tecnologias virtuais para entender os movimentos dos cobots sem comprometer as safety measures (medidas de segurança) .","Aceitação/Social: Preocupação com a segurança no emprego e demissões devido ao aumento de sistemas autónomos (Jefroy et al., 2022, p. 3).


Operacional: Equilíbrio entre integração humana e automação (Jefroy et al., 2022, p. 15).",Sim,Sim,Igual,
ES13,Conference,MDPI AG,Moving from Industry 4.0 to Industry 5.0: What Are the Implications for Smart Logistics?,https://doi.org/10.3390/logistics6020026,2022,"Jefroy, N.; Azarian, M.; Yu, H.",Não identificado,Scopus,RQ4,"Os fatores organizacionais e éticos são fortemente enfatizados. O artigo introduz explicitamente bem-estar humano e ética: “human-centricity, sustainability and resilience are the three core values of Industry 5.0” . A dimensão ergonômica aparece na valorização do trabalhador como centro do sistema produtivo. Questões éticas surgem associadas ao uso responsável da tecnologia.","Fatores Éticos/Sociais: A Indústria 5.0 é impulsionada pela centralidade humana (human-centricity), onde o humano é transformado de ""custo"" para ""investimento"" . A centralidade humana exige que a produção e o sistema de logística sejam melhorados com atenção sólida aos benefícios e necessidades humanas . O papel do humano é focado em várias perspectivas, incluindo ethical, operational, e societal (ética, operacional e social) . Questões como ética de trabalho, impactos sociais e questões legais são enfatizadas sob a resiliência própria (self-resilience) . Fatores Organizacionais: A I5.0 molda a base para criar mais oportunidades de emprego nas indústrias de suporte (ex.: fabricação de robôs e sensores), além de prevenir a eliminação do trabalho humano . A resiliência do sistema (System resilience) significa a colaboração funcional entre humanos e máquinas em termos de compartilhamento e troca de controle . Fatores Ergonômicos: O artigo observa que, devido às limitações físicas e intelectuais inerentes aos operadores, dispositivos inteligentes podem resolver as deficiências no acesso ao fluxo de informação e as habilidades funcionais aumentadas . As condições dos operadores precisam ser constantemente rastreadas por dispositivos de captura de movimento, rastreamento ocular e biométricos vestíveis .","Organizacionais: Pilares da Indústria 5.0: Human-centricity (centrado no humano), Resiliência e Sustentabilidade (Jefroy et al., 2022, p. 14).


Éticos: O humano deve ser visto como ""investimento"" e não ""custo"", com tecnologias servindo as necessidades humanas (Jefroy et al., 2022, p. 14).",Sim,Sim,Igual,
ES13,Conference,MDPI AG,Moving from Industry 4.0 to Industry 5.0: What Are the Implications for Smart Logistics?,https://doi.org/10.3390/logistics6020026,2022,"Jefroy, N.; Azarian, M.; Yu, H.",Não identificado,Scopus,RQ5,O artigo aponta necessidade de mais pesquisas empíricas: “future research needs to focus on practical implementation pathways” . Identifica lacuna na operacionalização da Indústria 5.0 na logística real e ausência de modelos consolidados para integração humano-robô em contexto produtivo sob esse paradigma.,"Lacunas: No momento da pesquisa (Dezembro de 2021), não havia esforço de pesquisa feito para ligar a Indústria 5.0 no contexto de logística inteligente . Oportunidades Futuras (Agenda de Pesquisa): 1. Material Inteligente: Estudar o impacto do material inteligente em sistemas de logística sustentável, como green logistics, reverse logistics, e circular economy . 2. Operações de Armazém e Inventário: Investigar o uso de virtual technologies (tecnologias virtuais) para melhorar a transparência da informação e as habilidades cognitivas , e estudar innovative human–robot solutions (soluções inovadoras humano-robô) e advances in sensing technologies (avanços em tecnologias de sensoriamento) . 3. Logística Centrada no Humano: Entender a interação entre humanos e tecnologias, como o impacto de cobots and other human-centric technologies (cobots e outras tecnologias centradas no humano) . 4. Soluções para Eventos Inesperados: Pesquisar soluções logísticas mais inteligentes e responsivas (ex.: autonomous logistics solutions, human–robot collaboration) para eventos catastróficos e desastres .","Lacunas: Falta de atenção à manufatura aditiva (AM), materiais inteligentes e transporte móvel (UAV/AGV) na literatura da Indústria 5.0 (Jefroy et al., 2022, pp. 17, 19).


Futuro: Pesquisa em design de redes logísticas sustentáveis, operações de armazém centradas no humano e logística para eventos inesperados/desastres (Jefroy et al., 2022, pp. 19-20).",Sim,Sim,Igual,
